名称,数值类型,描述,类别,时间戳精度
"[V4_DPU2022_HW_AI100101_PV]",FLOAT64,9#机主油泵乙电流,"base,scan",0
"[V4_DPU2022_HW_AI100102_PV]",FLOAT64,9#机润滑油箱加热器2电流,"base,scan",0
"[V4_DPU2022_HW_AI100103_PV]",FLOAT64,9#机事故油泵电流,"base,scan",0
"[V4_DPU2022_HW_AI100104_PV]",FLOAT64,9#机主油泵出口压力,"base,scan",0
"[V4_DPU2022_HW_AI100105_PV]",FLOAT64,9#机润滑油滤油器出口压力,"base,scan",0
"[V4_DPU2022_HW_AI100106_PV]",FLOAT64,9#机EH油箱液位3,"base,scan",0
"[V4_DPU2022_HW_AI100107_PV]",FLOAT64,9#机2#冷却水增压泵电流,"base,scan",0
"[V4_DPU2022_HW_AI100108_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2022_HW_AI100201_PV]",FLOAT64,9#机轴向位移监视2,"base,scan",0
"[V4_DPU2022_HW_AI100202_PV]",FLOAT64,9#机键相,"base,scan",0
"[V4_DPU2022_HW_AI100203_PV]",FLOAT64,9#机前轴承相对振动(Y向）,"base,scan",0
"[V4_DPU2022_HW_AI100204_PV]",FLOAT64,9#机后轴承相对振动(Y向),"base,scan",0
"[V4_DPU2022_HW_AI100205_PV]",FLOAT64,9#机后轴承绝对振动,"base,scan",0
"[V4_DPU2022_HW_AI100206_PV]",FLOAT64,9#机齿轮箱高速端相对振动(Y向),"base,scan",0
"[V4_DPU2022_HW_AI100207_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2022_HW_AI100208_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2022_HW_AI110101_PV]",FLOAT64,9#机EH油泵后流量2,"base,scan",0
"[V4_DPU2022_HW_AI110102_PV]",FLOAT64,9#机EH油箱液位,"base,scan",0
"[V4_DPU2022_HW_AI110103_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2022_HW_AI110104_PV]",FLOAT64,9#机机对外供热蒸汽流量,"base,scan",0
"[V4_DPU2022_HW_AI110105_PV]",FLOAT64,9#发电机前轴承相对振动(Y向),"base,scan",0
"[V4_DPU2022_HW_AI110106_PV]",FLOAT64,9#发电机后轴承相对振动(Y向),"base,scan",0
"[V4_DPU2022_HW_AI110107_PV]",FLOAT64,9#发电机后轴承绝对振动,"base,scan",0
"[V4_DPU2022_HW_AI110108_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2022_HW_DI010401_PV]",BOOL,9#机进汽隔离门前疏水电动阀远方,"base,scan",0
"[V4_DPU2022_HW_DI010402_PV]",BOOL,9#机进汽隔离门前疏水电动阀已开,"base,scan",0
"[V4_DPU2022_HW_DI010403_PV]",BOOL,9#机进汽隔离门前疏水电动阀已关,"base,scan",0
"[V4_DPU2022_HW_DI010404_PV]",BOOL,9#机进汽隔离门前疏水电动阀故障,"base,scan",0
"[V4_DPU2022_HW_DI010405_PV]",BOOL,9#机一级抽汽快关阀已开,"base,scan",0
"[V4_DPU2022_HW_DI010406_PV]",BOOL,9#机一级抽汽快关阀已关,"base,scan",0
"[V4_DPU2022_HW_DI010407_PV]",BOOL,9#机一抽至空预器电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI010408_PV]",BOOL,9#机一抽至空预器电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI010409_PV]",BOOL,9#机一抽至空预器电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI010410_PV]",BOOL,9#机一抽至空预器电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI010411_PV]",BOOL,9#机TSI系统OK,"base,scan",0
"[V4_DPU2022_HW_DI010412_PV]",BOOL,9#机差胀报警,"base,scan",0
"[V4_DPU2022_HW_DI010413_PV]",BOOL,9#机零转速允许启动盘车,"base,scan",0
"[V4_DPU2022_HW_DI010414_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI010415_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI010416_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI010501_PV]",BOOL,9#机供汽总电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI010502_PV]",BOOL,9#机供汽总电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI010503_PV]",BOOL,9#机供汽总电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI010504_PV]",BOOL,9#机供汽总电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI010505_PV]",BOOL,9#机凝汽器再循环电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI010506_PV]",BOOL,9#机凝汽器再循环电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI010507_PV]",BOOL,9#机凝汽器再循环电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI010508_PV]",BOOL,9#机凝汽器再循环电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI010509_PV]",BOOL,9#机轴向位移报警,"base,scan",0
"[V4_DPU2022_HW_DI010510_PV]",BOOL,9#机相对振动报警,"base,scan",0
"[V4_DPU2022_HW_DI010511_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI010512_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI010513_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI010514_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI010515_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI010516_PV]",BOOL,9#机已遮断5,"base,scan",0
"[V4_DPU2022_HW_DI020401_PV]",BOOL,9#机凝泵甲出口电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI020402_PV]",BOOL,9#机凝泵甲出口电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI020403_PV]",BOOL,9#机凝泵甲出口电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI020404_PV]",BOOL,9#机凝泵甲出口电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI020405_PV]",BOOL,9#机凝泵甲远方,"base,scan",0
"[V4_DPU2022_HW_DI020406_PV]",BOOL,9#机凝泵甲已运行,"base,scan",0
"[V4_DPU2022_HW_DI020407_PV]",BOOL,9#机凝泵甲故障,"base,scan",0
"[V4_DPU2022_HW_DI020408_PV]",BOOL,9#机凝泵甲 保护动作,"base,scan",0
"[V4_DPU2022_HW_DI020409_PV]",BOOL,9#机一级调整抽汽混合汽逆止阀已开,"base,scan",0
"[V4_DPU2022_HW_DI020410_PV]",BOOL,9#机一级调整抽汽混合汽逆止阀已关,"base,scan",0
"[V4_DPU2022_HW_DI020411_PV]",BOOL,9#机一级调整抽汽逆止阀已开,"base,scan",0
"[V4_DPU2022_HW_DI020412_PV]",BOOL,9#机一级调整抽汽逆止阀已关,"base,scan",0
"[V4_DPU2022_HW_DI020413_PV]",BOOL,9#机二级调整抽汽逆止阀已开,"base,scan",0
"[V4_DPU2022_HW_DI020414_PV]",BOOL,9#机二级调整抽汽逆止阀已关,"base,scan",0
"[V4_DPU2022_HW_DI020415_PV]",BOOL,9#机三级调整抽汽逆止阀已开,"base,scan",0
"[V4_DPU2022_HW_DI020416_PV]",BOOL,9#机三级调整抽汽逆止阀已关,"base,scan",0
"[V4_DPU2022_HW_DI020501_PV]",BOOL,9#机循进甲电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI020502_PV]",BOOL,9#机循进甲电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI020503_PV]",BOOL,9#机循进甲电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI020504_PV]",BOOL,9#机循进甲电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI020505_PV]",BOOL,9#机循出甲电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI020506_PV]",BOOL,9#机循出甲电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI020507_PV]",BOOL,9#机循出甲电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI020508_PV]",BOOL,9#机循出甲电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI020509_PV]",BOOL,9#机轴加风机甲远方,"base,scan",0
"[V4_DPU2022_HW_DI020510_PV]",BOOL,9#机轴加风机甲已运行,"base,scan",0
"[V4_DPU2022_HW_DI020511_PV]",BOOL,9#机轴加风机甲故障,"base,scan",0
"[V4_DPU2022_HW_DI020512_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI020513_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI020514_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI020515_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI020516_PV]",BOOL,9#机已遮断6,"base,scan",0
"[V4_DPU2022_HW_DI030401_PV]",BOOL,9#机真空泵甲进汽阀开,"base,scan",0
"[V4_DPU2022_HW_DI030402_PV]",BOOL,9#机真空泵甲进汽阀关,"base,scan",0
"[V4_DPU2022_HW_DI030403_PV]",BOOL,9#机真空泵分离器甲液位高报警,"base,scan",0
"[V4_DPU2022_HW_DI030404_PV]",BOOL,9#机真空泵分离器甲液位低报警,"base,scan",0
"[V4_DPU2022_HW_DI030405_PV]",BOOL,9#机真空泵甲进汽阀后压力,"base,scan",0
"[V4_DPU2022_HW_DI030406_PV]",BOOL,9#机真空泵甲进汽阀前压力,"base,scan",0
"[V4_DPU2022_HW_DI030407_PV]",BOOL,9#机真空泵甲已运行,"base,scan",0
"[V4_DPU2022_HW_DI030408_PV]",BOOL,9#机真空泵甲故障,"base,scan",0
"[V4_DPU2022_HW_DI030409_PV]",BOOL,9#机真空泵甲已停止,"base,scan",0
"[V4_DPU2022_HW_DI030410_PV]",BOOL,9#机EH油泵甲远方,"base,scan",0
"[V4_DPU2022_HW_DI030411_PV]",BOOL,9#机EH油泵甲电源故障,"base,scan",0
"[V4_DPU2022_HW_DI030412_PV]",BOOL,9#机EH油泵甲DC22V故障,"base,scan",0
"[V4_DPU2022_HW_DI030413_PV]",BOOL,9#机EH油泵甲已停止,"base,scan",0
"[V4_DPU2022_HW_DI030414_PV]",BOOL,9#机EH油泵甲已运行,"base,scan",0
"[V4_DPU2022_HW_DI030415_PV]",BOOL,9#机EH油泵甲故障,"base,scan",0
"[V4_DPU2022_HW_DI030416_PV]",BOOL,9#机真空泵甲远方,"base,scan",0
"[V4_DPU2022_HW_DI030501_PV]",BOOL,9#机循环油泵远方,"base,scan",0
"[V4_DPU2022_HW_DI030502_PV]",BOOL,9#机循环油泵电源故障,"base,scan",0
"[V4_DPU2022_HW_DI030503_PV]",BOOL,9#机循环油泵已停止,"base,scan",0
"[V4_DPU2022_HW_DI030504_PV]",BOOL,9#机循环油泵远方,"base,scan",0
"[V4_DPU2022_HW_DI030505_PV]",BOOL,9#机循环油泵故障,"base,scan",0
"[V4_DPU2022_HW_DI030506_PV]",BOOL,9#机EH油泵联锁启动,"base,scan",0
"[V4_DPU2022_HW_DI030507_PV]",BOOL,9#机EH油压,"base,scan",0
"[V4_DPU2022_HW_DI030508_PV]",BOOL,9#机EH油箱液位低报警,"base,scan",0
"[V4_DPU2022_HW_DI030509_PV]",BOOL,9#机主汽门全关2(左),"base,scan",0
"[V4_DPU2022_HW_DI030510_PV]",BOOL,9#机润滑油箱液位低1,"base,scan",0
"[V4_DPU2022_HW_DI030511_PV]",BOOL,9#发电机漏水报警1,"base,scan",0
"[V4_DPU2022_HW_DI030512_PV]",BOOL,9#发电机漏水报警2,"base,scan",0
"[V4_DPU2022_HW_DI030513_PV]",BOOL,9#机电源母线失电报警至DCS,"base,scan",0
"[V4_DPU2022_HW_DI030514_PV]",BOOL,9#机任一路电源进线消失报警,"base,scan",0
"[V4_DPU2022_HW_DI030515_PV]",BOOL,9#机TL1机柜失电报警,"base,scan",0
"[V4_DPU2022_HW_DI030516_PV]",BOOL,9#机已遮断7,"base,scan",0
"[V4_DPU2022_HW_DI040301_PV]",BOOL,9#机轴向位移大遮断,"base,scan",0
"[V4_DPU2022_HW_DI040302_PV]",BOOL,9#机差胀大遮断,"base,scan",0
"[V4_DPU2022_HW_DI040303_PV]",BOOL,9#机轴承振动大遮断,"base,scan",0
"[V4_DPU2022_HW_DI040304_PV]",BOOL,9#机发电机故障遮断,"base,scan",0
"[V4_DPU2022_HW_DI040305_PV]",BOOL,9#机排汽压力低遮断,"base,scan",0
"[V4_DPU2022_HW_DI040306_PV]",BOOL,9#机转速继电器遮断,"base,scan",0
"[V4_DPU2022_HW_DI040307_PV]",BOOL,9#机润滑油压低遮断,"base,scan",0
"[V4_DPU2022_HW_DI040308_PV]",BOOL,9#机轴瓦金属温度高遮断,"base,scan",0
"[V4_DPU2022_HW_DI040309_PV]",BOOL,9#机操作台停机按钮遮断,"base,scan",0
"[V4_DPU2022_HW_DI040310_PV]",BOOL,9#机ETS画面手动遮断,"base,scan",0
"[V4_DPU2022_HW_DI040311_PV]",BOOL,9#机机头停机按钮遮断,"base,scan",0
"[V4_DPU2022_HW_DI040312_PV]",BOOL,8#齿轮箱轴瓦金属温度高遮断,"base,scan",0
"[V4_DPU2022_HW_DI040313_PV]",BOOL,9#机DEH失电遮断,"base,scan",0
"[V4_DPU2022_HW_DI040314_PV]",BOOL,9#机润滑油油箱液位低遮断,"base,scan",0
"[V4_DPU2022_HW_DI040315_PV]",BOOL,9#机DEH转速卡110%遮断,"base,scan",0
"[V4_DPU2022_HW_DI040316_PV]",BOOL,9#发电机轴瓦金属温度高遮断,"base,scan",0
"[V4_DPU2022_HW_DI040401_PV]",BOOL,9#机主油泵甲远方,"base,scan",0
"[V4_DPU2022_HW_DI040402_PV]",BOOL,9#机主油泵甲电源故障,"base,scan",0
"[V4_DPU2022_HW_DI040403_PV]",BOOL,9#机主油泵甲DC22V电源故障,"base,scan",0
"[V4_DPU2022_HW_DI040404_PV]",BOOL,9#机主油泵甲电气故障,"base,scan",0
"[V4_DPU2022_HW_DI040405_PV]",BOOL,9#机主油泵甲已停止,"base,scan",0
"[V4_DPU2022_HW_DI040406_PV]",BOOL,9#机主油泵甲已运行,"base,scan",0
"[V4_DPU2022_HW_DI040407_PV]",BOOL,9#机1#排油烟风机远方,"base,scan",0
"[V4_DPU2022_HW_DI040408_PV]",BOOL,9#机1#排油烟风机已停止,"base,scan",0
"[V4_DPU2022_HW_DI040409_PV]",BOOL,9#机1#排油烟风机已运行,"base,scan",0
"[V4_DPU2022_HW_DI040410_PV]",BOOL,9#机1#排油烟风机电源故障,"base,scan",0
"[V4_DPU2022_HW_DI040411_PV]",BOOL,9#机1#排油烟风机电气故障,"base,scan",0
"[V4_DPU2022_HW_DI040412_PV]",BOOL,9#机盘车电机已运行,"base,scan",0
"[V4_DPU2022_HW_DI040413_PV]",BOOL,9#机盘车电机故障,"base,scan",0
"[V4_DPU2022_HW_DI040414_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI040415_PV]",BOOL,9#机盘车电机远方,"base,scan",0
"[V4_DPU2022_HW_DI040416_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI040501_PV]",BOOL,9#机润滑油箱加热器1远方,"base,scan",0
"[V4_DPU2022_HW_DI040502_PV]",BOOL,9#机润滑油箱加热器1已停止,"base,scan",0
"[V4_DPU2022_HW_DI040503_PV]",BOOL,9#机润滑油箱加热器1已运行,"base,scan",0
"[V4_DPU2022_HW_DI040504_PV]",BOOL,9#机润滑油箱加热器1电源故障,"base,scan",0
"[V4_DPU2022_HW_DI040505_PV]",BOOL,9#机润滑油箱加热器1故障,"base,scan",0
"[V4_DPU2022_HW_DI040506_PV]",BOOL,9#机后汽缸喷水气动阀已开,"base,scan",0
"[V4_DPU2022_HW_DI040507_PV]",BOOL,9#机后汽缸喷水气动阀已关,"base,scan",0
"[V4_DPU2022_HW_DI040508_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI040509_PV]",BOOL,9#机润滑油压低停盘车,"base,scan",0
"[V4_DPU2022_HW_DI040510_PV]",BOOL,9#机交流油泵出口压力低,"base,scan",0
"[V4_DPU2022_HW_DI040511_PV]",BOOL,9#机交流油泵出口总管压力低,"base,scan",0
"[V4_DPU2022_HW_DI040512_PV]",BOOL,9#机1#控制油泵滤器差压,"base,scan",0
"[V4_DPU2022_HW_DI040513_PV]",BOOL,9#机1#冷却水增压泵已运行,"base,scan",0
"[V4_DPU2022_HW_DI040514_PV]",BOOL,9#机1#冷却水增压泵已停止,"base,scan",0
"[V4_DPU2022_HW_DI040515_PV]",BOOL,9#机1#冷却水增压泵远方,"base,scan",0
"[V4_DPU2022_HW_DI040516_PV]",BOOL,9#机1#冷却水增压泵故障,"base,scan",0
"[V4_DPU2022_HW_DI050401_PV]",BOOL,9#机疏水气动门已开,"base,scan",0
"[V4_DPU2022_HW_DI050402_PV]",BOOL,9#机疏水气动门已关,"base,scan",0
"[V4_DPU2022_HW_DI050403_PV]",BOOL,9#机疏水膨胀箱气动阀1已开,"base,scan",0
"[V4_DPU2022_HW_DI050404_PV]",BOOL,9#机疏水膨胀箱气动阀1已关,"base,scan",0
"[V4_DPU2022_HW_DI050405_PV]",BOOL,9#机疏水膨胀箱气动阀2已开,"base,scan",0
"[V4_DPU2022_HW_DI050406_PV]",BOOL,9#机疏水膨胀箱气动阀2已关,"base,scan",0
"[V4_DPU2022_HW_DI050407_PV]",BOOL,9#机疏水膨胀箱气动阀3已开,"base,scan",0
"[V4_DPU2022_HW_DI050408_PV]",BOOL,9#机疏水膨胀箱气动阀3已关,"base,scan",0
"[V4_DPU2022_HW_DI050409_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI050410_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI050411_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI050412_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI050413_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI050414_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI050415_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI050416_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI060301_PV]",BOOL,9#机凝泵丙出口电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI060302_PV]",BOOL,9#机凝泵丙出口电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI060303_PV]",BOOL,9#机凝泵丙出口电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI060304_PV]",BOOL,9#机凝泵丙出口电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI060305_PV]",BOOL,9#机凝泵丙远方,"base,scan",0
"[V4_DPU2022_HW_DI060306_PV]",BOOL,9#机凝泵丙已运行,"base,scan",0
"[V4_DPU2022_HW_DI060307_PV]",BOOL,9#机凝泵丙故障,"base,scan",0
"[V4_DPU2022_HW_DI060308_PV]",BOOL,9#机凝泵丙保护动作,"base,scan",0
"[V4_DPU2022_HW_DI060309_PV]",BOOL,9#机凝汽器真空破坏电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI060310_PV]",BOOL,9#机凝汽器真空破坏电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI060311_PV]",BOOL,9#机凝汽器真空破坏电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI060312_PV]",BOOL,9#机凝汽器真空破坏电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI060313_PV]",BOOL,9#机疏水立管冷却水电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI060314_PV]",BOOL,9#机疏水立管冷却水电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI060315_PV]",BOOL,9#机疏水立管冷却水电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI060316_PV]",BOOL,9#机疏水立管冷却水电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI070301_PV]",BOOL,9#机自动主汽门前疏水电动阀远方,"base,scan",0
"[V4_DPU2022_HW_DI070302_PV]",BOOL,9#机自动主汽门前疏水电动阀已开,"base,scan",0
"[V4_DPU2022_HW_DI070303_PV]",BOOL,9#机自动主汽门前疏水电动阀已关,"base,scan",0
"[V4_DPU2022_HW_DI070304_PV]",BOOL,9#机自动主汽门前疏水电动阀故障,"base,scan",0
"[V4_DPU2022_HW_DI070305_PV]",BOOL,9#机二级抽汽电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI070306_PV]",BOOL,9#机二级抽汽电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI070307_PV]",BOOL,9#机二级抽汽电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI070308_PV]",BOOL,9#机二级抽汽电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI070309_PV]",BOOL,9#机低加进汽电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI070310_PV]",BOOL,9#机低加进汽电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI070311_PV]",BOOL,9#机低加进汽电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI070312_PV]",BOOL,9#机低加进汽电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI070313_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI070314_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI070315_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI070316_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI070401_PV]",BOOL,9#机进汽隔离电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI070402_PV]",BOOL,9#机进汽隔离电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI070403_PV]",BOOL,9#机进汽隔离电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI070404_PV]",BOOL,9#机进汽隔离电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI070405_PV]",BOOL,9#机低加急疏电动阀远方,"base,scan",0
"[V4_DPU2022_HW_DI070406_PV]",BOOL,9#机低加急疏电动阀已开,"base,scan",0
"[V4_DPU2022_HW_DI070407_PV]",BOOL,9#机低加急疏电动阀已关,"base,scan",0
"[V4_DPU2022_HW_DI070408_PV]",BOOL,9#机低加急疏电动阀故障,"base,scan",0
"[V4_DPU2022_HW_DI070409_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI070410_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI070411_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI070412_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI070413_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI070414_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI070415_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI070416_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI080301_PV]",BOOL,9#机凝泵乙出口电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI080302_PV]",BOOL,9#机凝泵乙出口电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI080303_PV]",BOOL,9#机凝泵乙出口电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI080304_PV]",BOOL,9#机凝泵乙出口电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI080305_PV]",BOOL,9#机凝泵乙远方,"base,scan",0
"[V4_DPU2022_HW_DI080306_PV]",BOOL,9#机凝泵乙已运行,"base,scan",0
"[V4_DPU2022_HW_DI080307_PV]",BOOL,9#机凝泵乙故障,"base,scan",0
"[V4_DPU2022_HW_DI080308_PV]",BOOL,9#机凝泵乙保护动作,"base,scan",0
"[V4_DPU2022_HW_DI080309_PV]",BOOL,9#机疏水膨胀箱气动阀4已开,"base,scan",0
"[V4_DPU2022_HW_DI080310_PV]",BOOL,9#机疏水膨胀箱气动阀4已关,"base,scan",0
"[V4_DPU2022_HW_DI080311_PV]",BOOL,9#机疏水膨胀箱气动阀5已开,"base,scan",0
"[V4_DPU2022_HW_DI080312_PV]",BOOL,9#机疏水膨胀箱气动阀5已关,"base,scan",0
"[V4_DPU2022_HW_DI080313_PV]",BOOL,9#机凝结水旁路疏水电动阀远方,"base,scan",0
"[V4_DPU2022_HW_DI080314_PV]",BOOL,9#机凝结水旁路疏水电动阀已开,"base,scan",0
"[V4_DPU2022_HW_DI080315_PV]",BOOL,9#机凝结水旁路疏水电动阀已关,"base,scan",0
"[V4_DPU2022_HW_DI080316_PV]",BOOL,9#机凝结水旁路疏水电动阀故障,"base,scan",0
"[V4_DPU2022_HW_DI080401_PV]",BOOL,9#机循进乙电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI080402_PV]",BOOL,9#机循进乙电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI080403_PV]",BOOL,9#机循进乙电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI080404_PV]",BOOL,9#机循进乙电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI080405_PV]",BOOL,9#机循出乙电动门远方,"base,scan",0
"[V4_DPU2022_HW_DI080406_PV]",BOOL,9#机循出乙电动门已开,"base,scan",0
"[V4_DPU2022_HW_DI080407_PV]",BOOL,9#机循出乙电动门已关,"base,scan",0
"[V4_DPU2022_HW_DI080408_PV]",BOOL,9#机循出乙电动门故障,"base,scan",0
"[V4_DPU2022_HW_DI080409_PV]",BOOL,9#机轴加风机乙远方,"base,scan",0
"[V4_DPU2022_HW_DI080410_PV]",BOOL,9#机轴加风机乙已运行,"base,scan",0
"[V4_DPU2022_HW_DI080411_PV]",BOOL,9#机轴加风机乙故障,"base,scan",0
"[V4_DPU2022_HW_DI080412_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI080413_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI080414_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI080415_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI080416_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2022_HW_DI090301_PV]",BOOL,9#机真空泵乙进汽阀开,"base,scan",0
"[V4_DPU2022_HW_DI090302_PV]",BOOL,9#机真空泵乙进汽阀关,"base,scan",0
"[V4_DPU2022_HW_DI090303_PV]",BOOL,9#机真空泵分离器乙液位高报警,"base,scan",0
"[V4_DPU2022_HW_DI090304_PV]",BOOL,9#机真空泵分离器乙液位低报警,"base,scan",0
"[V4_DPU2022_HW_DI090305_PV]",BOOL,9#机真空泵乙进汽阀后压力,"base,scan",0
"[V4_DPU2022_HW_DI090306_PV]",BOOL,9#机真空泵乙进汽阀前压力,"base,scan",0
"[V4_DPU2022_HW_DI090307_PV]",BOOL,9#机真空泵乙已运行,"base,scan",0
"[V4_DPU2022_HW_DI090308_PV]",BOOL,9#机真空泵乙故障,"base,scan",0
"[V4_DPU2022_HW_DI090309_PV]",BOOL,9#机真空泵乙已停止,"base,scan",0
"[V4_DPU2022_HW_DI090310_PV]",BOOL,9#机EH油泵乙远方,"base,scan",0
"[V4_DPU2022_HW_DI090311_PV]",BOOL,9#机EH油泵乙电源故障,"base,scan",0
"[V4_DPU2022_HW_DI090312_PV]",BOOL,9#机EH油泵乙DC220V故障,"base,scan",0
